0   0   1.93618
0   0.001   1.93696
0   0.002   1.93942
0   0.003   1.94394
0   0.004   1.95109
0   0.005   1.9617
0   0.006   1.97676
0   0.007   1.99742
0   0.008   2.02496
0   0.009   2.06075
0   0.01   2.10617
0.0353849   0   1.72338
0.0353849   0.001   1.72412
0.0353849   0.002   1.72645
0.0353849   0.003   1.73074
0.0353849   0.004   1.73758
0.0353849   0.005   1.74777
0.0353849   0.006   1.76232
0.0353849   0.007   1.78237
0.0353849   0.008   1.80922
0.0353849   0.009   1.84421
0.0353849   0.01   1.88875
0.0500837   0   1.52234
0.0500837   0.001   1.52303
0.0500837   0.002   1.52522
0.0500837   0.003   1.52929
0.0500837   0.004   1.53581
0.0500837   0.005   1.54559
0.0500837   0.006   1.55963
0.0500837   0.007   1.57908
0.0500837   0.008   1.60523
0.0500837   0.009   1.63942
0.0500837   0.01   1.68307
0.0613914   0   1.33316
0.0613914   0.001   1.33381
0.0613914   0.002   1.33587
0.0613914   0.003   1.33971
0.0613914   0.004   1.34591
0.0613914   0.005   1.35528
0.0613914   0.006   1.36881
0.0613914   0.007   1.38766
0.0613914   0.008   1.4131
0.0613914   0.009   1.4465
0.0613914   0.01   1.48927
0.0709485   0   1.15597
0.0709485   0.001   1.15657
0.0709485   0.002   1.1585
0.0709485   0.003   1.16211
0.0709485   0.004   1.168
0.0709485   0.005   1.17696
0.0709485   0.006   1.18998
0.0709485   0.007   1.20822
0.0709485   0.008   1.23296
0.0709485   0.009   1.26557
0.0709485   0.01   1.30746
0.0793901   0   0.990892
0.0793901   0.001   0.99145
0.0793901   0.002   0.993242
0.0793901   0.003   0.996628
0.0793901   0.004   1.00219
0.0793901   0.005   1.01074
0.0793901   0.006   1.02325
0.0793901   0.007   1.04089
0.0793901   0.008   1.06493
0.0793901   0.009   1.09675
0.0793901   0.01   1.13775
0.0870415   0   0.838043
0.0870415   0.001   0.838556
0.0870415   0.002   0.840214
0.0870415   0.003   0.843374
0.0870415   0.004   0.848622
0.0870415   0.005   0.856754
0.0870415   0.006   0.86876
0.0870415   0.007   0.885793
0.0870415   0.008   0.909136
0.0870415   0.009   0.940159
0.0870415   0.01   0.980277
0.0940959   0   0.697548
0.0940959   0.001   0.698016
0.0940959   0.002   0.699539
0.0940959   0.003   0.702474
0.0940959   0.004   0.707403
0.0940959   0.005   0.715122
0.0940959   0.006   0.72662
0.0940959   0.007   0.743048
0.0940959   0.008   0.765691
0.0940959   0.009   0.795921
0.0940959   0.01   0.835157
0.100679   0   0.569532
0.100679   0.001   0.569955
0.100679   0.002   0.571344
0.100679   0.003   0.574052
0.100679   0.004   0.578662
0.100679   0.005   0.585968
0.100679   0.006   0.596958
0.100679   0.007   0.612782
0.100679   0.008   0.634725
0.100679   0.009   0.664162
0.100679   0.01   0.702516
0.106878   0   0.454121
0.106878   0.001   0.4545
0.106878   0.002   0.455753
0.106878   0.003   0.458235
0.106878   0.004   0.462527
0.106878   0.005   0.46942
0.106878   0.006   0.479901
0.106878   0.007   0.49512
0.106878   0.008   0.516364
0.106878   0.009   0.545009
0.106878   0.01   0.582482
0.112757   0   0.351444
0.112757   0.001   0.351777
0.112757   0.002   0.352896
0.112757   0.003   0.355152
0.112757   0.004   0.359124
0.112757   0.005   0.365604
0.112757   0.006   0.375577
0.112757   0.007   0.390192
0.112757   0.008   0.410736
0.112757   0.009   0.43859
0.112757   0.01   0.475182
0.118363   0   0.261629
0.118363   0.001   0.261917
0.118363   0.002   0.262901
0.118363   0.003   0.264931
0.118363   0.004   0.268585
0.118363   0.005   0.274652
0.118363   0.006   0.284115
0.118363   0.007   0.298126
0.118363   0.008   0.317972
0.118363   0.009   0.345034
0.118363   0.01   0.380746
0.123734   0   0.184807
0.123734   0.001   0.185051
0.123734   0.002   0.1859
0.123734   0.003   0.187704
0.123734   0.004   0.191038
0.123734   0.005   0.196692
0.123734   0.006   0.205648
0.123734   0.007   0.219055
0.123734   0.008   0.238202
0.123734   0.009   0.264473
0.123734   0.01   0.299306
0.128899   0   0.121113
0.128899   0.001   0.121312
0.128899   0.002   0.122025
0.128899   0.003   0.123603
0.128899   0.004   0.126619
0.128899   0.005   0.13186
0.128899   0.006   0.140307
0.128899   0.007   0.15311
0.128899   0.008   0.171559
0.128899   0.009   0.19704
0.128899   0.01   0.230993
0.133882   0   0.0706791
0.133882   0.001   0.070833
0.133882   0.002   0.0714115
0.133882   0.003   0.0727629
0.133882   0.004   0.0754599
0.133882   0.005   0.0802878
0.133882   0.006   0.0882267
0.133882   0.007   0.100427
0.133882   0.008   0.118178
0.133882   0.009   0.142869
0.133882   0.01   0.175944
0.138703   0   0.0336424
0.138703   0.001   0.0337515
0.138703   0.002   0.0341949
0.138703   0.003   0.0353201
0.138703   0.004   0.0376982
0.138703   0.005   0.0421132
0.138703   0.006   0.0495441
0.138703   0.007   0.0611412
0.138703   0.008   0.0781949
0.138703   0.009   0.102097
0.138703   0.01   0.134295
0.143378   0   0.0101406
0.143378   0.001   0.0102048
0.143378   0.002   0.0105132
0.143378   0.003   0.0114121
0.143378   0.004   0.0134714
0.143378   0.005   0.0174736
0.143378   0.006   0.0243967
0.143378   0.007   0.035391
0.143378   0.008   0.0517477
0.143378   0.009   0.0748609
0.143378   0.01   0.106182
0.147922   0   0.00031327
0.147922   0.001   0.000332482
0.147922   0.002   0.000505836
0.147922   0.003   0.00117852
0.147922   0.004   0.00291907
0.147922   0.005   0.00650859
0.147922   0.006   0.0129242
0.147922   0.007   0.0233159
0.147922   0.008   0.0389761
0.147922   0.009   0.0613014
0.147922   0.01   0.0917471
0.152346   0   0.00430168
0.152346   0.001   0.004276
0.152346   0.002   0.0043143
0.152346   0.003   0.00476078
0.152346   0.004   0.00618265
0.152346   0.005   0.00935962
0.152346   0.006   0.0152679
0.152346   0.007   0.0250575
0.152346   0.008   0.0400217
0.152346   0.009   0.0615597
0.152346   0.01   0.0911306
0.156661   0   0.022249
0.156661   0.001   0.0221785
0.156661   0.002   0.0220817
0.156661   0.003   0.0223021
0.156661   0.004   0.0234053
0.156661   0.005   0.0261699
0.156661   0.006   0.0315712
0.156661   0.007   0.040759
0.156661   0.008   0.0550279
0.156661   0.009   0.0757792
0.156661   0.01   0.104476
0.160875   0   0.0543004
0.160875   0.001   0.0541849
0.160875   0.002   0.0539532
0.160875   0.003   0.0539474
0.160875   0.004   0.0547322
0.160875   0.005   0.0570846
0.160875   0.006   0.0619791
0.160875   0.007   0.0705655
0.160875   0.008   0.0841396
0.160875   0.009   0.104105
0.160875   0.01   0.131929
0.164997   0   0.100603
0.164997   0.001   0.100442
0.164997   0.002   0.100076
0.164997   0.003   0.0998438
0.164997   0.004   0.10031
0.164997   0.005   0.102251
0.164997   0.006   0.106639
0.164997   0.007   0.114624
0.164997   0.008   0.127504
0.164997   0.009   0.146685
0.164997   0.01   0.173637
0.169033   0   0.161305
0.169033   0.001   0.161099
0.169033   0.002   0.160598
0.169033   0.003   0.16014
0.169033   0.004   0.160288
0.169033   0.005   0.161817
0.169033   0.006   0.165699
0.169033   0.007   0.173084
0.169033   0.008   0.18527
0.169033   0.009   0.203667
0.169033   0.01   0.229748
0.172989   0   0.236557
0.172989   0.001   0.236307
0.172989   0.002   0.23567
0.172989   0.003   0.234987
0.172989   0.004   0.234817
0.172989   0.005   0.235934
0.172989   0.006   0.23931
0.172989   0.007   0.246096
0.172989   0.008   0.257589
0.172989   0.009   0.275203
0.172989   0.01   0.300414
0.176871   0   0.326513
0.176871   0.001   0.326218
0.176871   0.002   0.325446
0.176871   0.003   0.324537
0.176871   0.004   0.324049
0.176871   0.005   0.324755
0.176871   0.006   0.327626
0.176871   0.007   0.333812
0.176871   0.008   0.344614
0.176871   0.009   0.361445
0.176871   0.01   0.385788
0.180684   0   0.431327
0.180684   0.001   0.430987
0.180684   0.002   0.430081
0.180684   0.003   0.428946
0.180684   0.004   0.42814
0.180684   0.005   0.428435
0.180684   0.006   0.430801
0.180684   0.007   0.436389
0.180684   0.008   0.446499
0.180684   0.009   0.462549
0.180684   0.01   0.486025
0.184431   0   0.551156
0.184431   0.001   0.550771
0.184431   0.002   0.54973
0.184431   0.003   0.54837
0.184431   0.004   0.547247
0.184431   0.005   0.547131
0.184431   0.006   0.548993
0.184431   0.007   0.553982
0.184431   0.008   0.563402
0.184431   0.009   0.578671
0.184431   0.01   0.601281
0.188119   0   0.686159
0.188119   0.001   0.685729
0.188119   0.002   0.684554
0.188119   0.003   0.682968
0.188119   0.004   0.681528
0.188119   0.005   0.681002
0.188119   0.006   0.68236
0.188119   0.007   0.686751
0.188119   0.008   0.695481
0.188119   0.009   0.709972
0.188119   0.01   0.731717
0.191749   0   0.836497
0.191749   0.001   0.836023
0.191749   0.002   0.834713
0.191749   0.003   0.832902
0.191749   0.004   0.831144
0.191749   0.005   0.830209
0.191749   0.006   0.831063
0.191749   0.007   0.834858
0.191749   0.008   0.842899
0.191749   0.009   0.856611
0.191749   0.01   0.877493
0.195325   0   1.00233
0.195325   0.001   1.00181
0.195325   0.002   1.00037
0.195325   0.003   0.998334
0.195325   0.004   0.99626
0.195325   0.005   0.994915
0.195325   0.006   0.995266
0.195325   0.007   0.998465
0.195325   0.008   1.00582
0.195325   0.009   1.01875
0.195325   0.01   1.03877
0.19885   0   1.18383
0.19885   0.001   1.18327
0.19885   0.002   1.18169
0.19885   0.003   1.17943
0.19885   0.004   1.17704
0.19885   0.005   1.17529
0.19885   0.006   1.17514
0.19885   0.007   1.17774
0.19885   0.008   1.18441
0.19885   0.009   1.19657
0.19885   0.01   1.21572
0.202327   0   1.38117
0.202327   0.001   1.38056
0.202327   0.002   1.37885
0.202327   0.003   1.37636
0.202327   0.004   1.37365
0.202327   0.005   1.37149
0.202327   0.006   1.37084
0.202327   0.007   1.37285
0.202327   0.008   1.37883
0.202327   0.009   1.39021
0.202327   0.01   1.40851
0.205758   0   1.5945
0.205758   0.001   1.59385
0.205758   0.002   1.592
0.205758   0.003   1.58929
0.205758   0.004   1.58627
0.205758   0.005   1.5837
0.205758   0.006   1.58255
0.205758   0.007   1.58396
0.205758   0.008   1.58926
0.205758   0.009   1.59987
0.205758   0.01   1.61731
0.209147   0   1.82401
0.209147   0.001   1.82332
0.209147   0.002   1.82134
0.209147   0.003   1.8184
0.209147   0.004   1.81506
0.209147   0.005   1.81208
0.209147   0.006   1.81043
0.209147   0.007   1.81125
0.209147   0.008   1.81587
0.209147   0.009   1.82571
0.209147   0.01   1.84229
0.212494   0   2.06987
0.212494   0.001   2.06913
0.212494   0.002   2.06702
0.212494   0.003   2.06386
0.212494   0.004   2.06021
0.212494   0.005   2.05682
0.212494   0.006   2.05467
0.212494   0.007   2.0549
0.212494   0.008   2.05883
0.212494   0.009   2.0679
0.212494   0.01   2.08363
0.215803   0   2.33226
0.215803   0.001   2.33148
0.215803   0.002   2.32923
0.215803   0.003   2.32585
0.215803   0.004   2.32188
0.215803   0.005   2.31809
